user_id,predicted_clv_rf,predicted_clv_lgb,predicted_clv_xgb,predicted_clv_cat,predicted_clv_avg,target_customer_value,clv_decile
564068124,7288.164972843817,10546.579678024493,10171.308,12281.087408881625,10071.784919234358,4132.288356976852,10
556976865,9041.354967678426,10604.752328559063,9280.72,8792.695441348387,9429.880616037095,9483.874395403762,10
513044965,12468.962499287853,8407.85442983865,7427.8394,9136.820730758405,9360.369253838413,2920.8191082904027,10
534545940,7511.277969855551,10405.60579726871,9852.547,9425.028066425082,9298.614677137335,7366.658371237244,10
595104624,12047.369879085192,9040.297118133838,8982.963,7054.490852467711,9281.280185077934,11615.57584126733,10
556342445,6198.719613343128,9009.326818946003,10957.636,10063.62386841002,9057.326510721663,1453.9677988697986,10
513901034,10345.634703551284,7886.249963612291,8463.093,8401.047069489461,8774.006127522634,5453.377109306744,10
601324663,4822.19727732056,9678.842377828067,11183.478,9194.173467434774,8719.672665411475,5301.48648555937,10
519267944,10152.236311272001,7268.230715360286,8100.3525,7047.051644845238,8141.967802635007,29719.41201981563,10
512987188,7118.479562003805,9938.164555941801,7768.909,6508.544755445806,7833.524513269727,819.0499528937105,10
513229632,7513.202546833367,10962.796962779286,6571.946,6096.189779709451,7786.033772525838,1032.7956850818557,10
538216048,7342.707133700821,9939.703071014395,6456.2505,7400.873271772178,7784.88349119216,11730.321597879689,10
558422256,7140.511954849551,7187.337196536489,9911.675,6717.127872572758,7739.162957161574,2506.4462900032613,10
515428951,7940.271079323287,8712.86580701146,7789.834,5586.727318075127,7507.424547196219,9223.261281957031,10
519267944,7405.17556132803,7282.828048557303,7651.031,7497.660284567915,7459.173664043,29719.41201981563,10
513677580,7192.060509510553,9738.363834036938,6086.453,6500.851147086959,7379.432153908613,8810.819194916301,10
515246658,8112.083384477726,8514.66572885945,6362.1294,5792.1587978867165,7195.259326438786,2566.8054632315625,10
513117637,7400.224888401603,6302.617779936995,7328.1567,7375.016666685399,7101.504018326312,10019.945889727329,10
512842822,6952.151449796496,8354.222244258155,6836.7925,5946.668057919387,7022.458558110697,4111.13436550704,10
563599039,11760.298403498404,5800.875120414277,4832.044,5572.898284039488,6991.528938316167,13744.497688136807,10
532499743,7085.001135817044,5627.709794881152,7323.608,7547.609555624674,6895.982099119779,7497.485159121349,10
513677580,8041.947548113618,6277.407861480744,6117.6206,6207.987635071539,6661.240912533663,8810.819194916301,10
520264548,7863.70700825638,7541.472638596679,5997.1895,5023.158907489358,6606.382001866854,2495.6837187448214,10
516010934,6042.679620744196,7881.233534432428,4574.9307,7652.782950983422,6537.906692555637,5899.445657240635,10
553006773,6364.320560578307,7578.500802944671,6185.479,5394.931414494512,6380.807945480935,8175.40979858057,10
515440611,6714.818241955834,7896.022519236924,6082.914,4815.142495825258,6377.224329879504,614.4575662614749,10
579154915,7703.250214060798,5688.462968155596,6715.879,5073.833786954807,6295.3564688553,1900.2342514889287,10
513901034,6304.417600438615,5891.1916899694,7157.065,5685.35326207776,6259.506873473006,5453.377109306744,10
512511358,7690.991874479543,6530.3015646942695,5104.634,5647.986157500661,6243.478346434244,4589.782330815299,10
512409624,6279.721121609498,7215.28446523537,5811.1978,5631.9207909775405,6234.531032932165,7294.513823315884,10
514726585,6093.444119228083,6343.885202465755,6389.8887,6035.009038917191,6215.556758121507,6751.408440464114,10
512364323,6943.273830970936,6212.552558037623,5265.4434,6342.560684359389,6190.957608185737,3931.8450882332418,10
564068124,5195.08645248433,6901.393050275481,6958.88,5581.278817459105,6159.159550757854,4132.288356976852,10
544711652,4455.870436302828,7561.989441364718,6045.018,6200.403124482304,6065.8202671390245,4511.100017405954,10
514726585,5747.288945924066,6716.033401944988,5898.958,5722.577679067127,6021.214508687171,6751.408440464114,10
513298115,5956.48799616125,5475.295681865903,6822.359,5573.832854763901,5956.993854877452,6026.458067888357,10
592064227,4524.637927541259,7804.627272309505,5784.2134,5620.311933981287,5933.4476281845755,5439.852883689397,10
519250600,6688.0234295672435,5772.143628162651,5633.544,5606.60241503848,5925.078354520218,21487.29391366299,10
542561762,5446.100539557514,7615.422884692975,6248.4805,4329.769793576339,5909.943421644207,978.1186981131106,10
538473314,5078.407068313825,5985.573850544102,6421.6284,6049.4539601257,5883.765824238095,5336.272346757105,10
513298115,5895.53532030471,6047.070235472439,5771.8228,5582.918102682782,5824.336603091545,6026.458067888357,10
543217791,5103.370997173355,5273.691982382398,6282.955,6008.175482389689,5667.048385017611,1837.0859899323689,10
538216048,6159.955585692509,5776.949858029225,4814.029,5473.738666201914,5556.168229629349,11730.321597879689,10
545376441,5715.870423347967,5913.173483314772,5602.4814,4810.059382358625,5510.396183583465,5504.832106142668,10
513677580,5256.948814944173,6502.687813102577,5191.3564,4983.33259132715,5483.5814161716,8810.819194916301,10
545308546,5255.805402612143,5530.980363656285,5989.5093,5095.793886124954,5468.022232434282,6794.529530601389,10
512786896,5401.739277787954,5139.817268767177,6015.333,5182.855973824443,5434.9363820480185,2706.815442338112,10
545743740,5441.443455638096,4229.113613866082,6094.1377,5677.78944923146,5360.621053512034,3088.1964445055805,10
560714950,5056.238012801122,5317.554350636221,5889.8438,5143.71839146851,5351.838626226463,1469.9922282875843,10
561203381,4941.040591176187,6021.705065725491,4927.0806,5370.3743525308455,5315.050143959694,3722.260675431794,10
591369581,4520.305830847194,5417.275695436674,5716.0933,5405.118050111156,5264.698209528444,418.773792734374,10
563051763,5187.051638736905,4872.87550106485,5382.1445,5613.898918889004,5263.99264748519,5350.8712406472905,10
563907320,4735.59595047586,4560.972948776783,6284.377,5245.776859909993,5206.680678071909,2646.0041353479223,10
545376441,4675.8756030974255,6632.607303200921,4559.7715,4864.588521694956,5183.210728092075,5504.832106142668,10
555394812,5838.663166966715,5045.42221956742,4370.658,5080.9771403940185,5083.930182513288,10541.804726415185,10
513322839,4444.389221887032,4990.497770936052,5297.105,5536.749335548062,5067.185327209974,5325.249638332907,10
513901034,5316.960487209109,5333.0026507461125,4476.128,5084.406176869476,5052.624311128049,5453.377109306744,10
543801517,4363.764539680191,8301.266884876366,3580.1953,3926.527344676216,5042.938520433193,4120.112618500733,10
541377134,3938.0224794482356,5764.088686312132,5402.324,4897.198992124779,5000.408594158787,1613.0765502713944,10
563599039,4601.079470399119,4450.01513420455,5325.8247,5596.948917470474,4993.467057276348,13744.497688136807,10
513201462,4499.3999465801,5825.973069969826,4554.066,5006.415178315644,4971.46352820858,2074.568013428417,10
532499743,5141.258169855145,4414.6060672617405,5665.018,4622.825166895652,4960.926867604697,7497.485159121349,10
546881736,5088.81291833625,4160.228135176197,4970.4355,5607.023202695712,4956.62495077079,1988.2713653435076,10
515058599,4488.838342690497,5507.281409883719,5222.897,4565.24321064217,4946.064983968159,3624.698394094271,10
566448225,4730.58227713978,4735.542949108236,5490.1743,4720.7274059305955,4919.2567371462155,3118.154911017825,10
588933825,5412.037794065579,4265.2804943273495,5379.299,4604.482589825465,4915.274926585848,3846.6149462202247,10
514726585,5074.661598521804,4461.692978221913,5514.2705,4559.388261547041,4902.503336525815,6751.408440464114,10
556025823,4712.154336145696,4267.100194338502,5452.5967,5154.318691617054,4896.542475447188,3122.8279513142425,10
513209107,3723.463292870745,5592.132047055059,4989.0225,5191.785199161523,4874.100750006207,1517.4168932626792,10
521951388,5142.138829469465,5014.84990961308,4679.484,4587.259412619401,4855.933009605174,1276.984323665865,10
572856430,4525.555990545894,4931.846403295252,5220.0835,4735.215222432302,4853.1752780918,5210.751204021728,10
556976865,5660.494712685682,4853.91071191465,4337.8228,4478.202493368139,4832.60766796868,9483.874395403762,10
512842822,4520.286916741712,5265.197521385709,4921.0864,4540.719320037594,4811.822545986566,4111.13436550704,10
513906722,5388.822153494188,5473.389840510547,4655.3125,3634.4112155578755,4787.983927390653,3822.5644783814737,10
566448225,4389.717287558096,4365.738783033928,4974.331,5377.966713318413,4776.938459649484,3118.154911017825,10
513107325,4999.070570473099,3840.1658499325354,5806.097,4454.9508904966815,4775.071119717766,2195.3233613634866,10
529047625,4225.530399529335,5014.500299952434,4210.3403,5461.559521920878,4727.982638358474,1771.8476917191126,10
613954635,3998.930620779244,3923.3824055602236,5828.494,4974.705106161873,4681.378068281585,4729.684368520303,10
571539009,4308.678622721517,4190.3351255731595,6109.779,4063.6978315896363,4668.122597119516,1735.4011800791416,10
513717990,5520.742658263377,4134.830082382799,4613.9414,4143.442912890107,4603.239264946571,4024.27503021257,10
565543296,4501.0197246581,3863.472851274493,5247.972,4733.39816565618,4586.465727389381,1589.6856336841247,10
519322381,4515.954572535369,5013.035655316672,3691.1797,4985.820263109095,4551.497544615284,2372.926045271488,10
524995984,4013.588578890816,4936.130656941678,5222.262,3738.851237630452,4477.708170123549,1611.4669927975913,10
558768432,5582.593368409049,2464.995237957272,5689.645,3927.808381769228,4416.2605019166995,1745.714042612207,10
512842822,4101.813818697436,3935.5192241406507,4942.139,4681.57220498255,4415.2611019942215,4111.13436550704,10
545925192,4317.045373848195,4399.701182867831,4597.064,4230.106831471654,4385.979338257857,2440.71439636552,10
553353155,3590.3603273212575,4884.461855479686,4535.0215,4469.918465725761,4369.940533225426,2324.7731038275,10
617849208,5723.545993821129,4328.1991426363575,3936.66,3188.4573836639374,4294.2156080577,1947.8592634339875,10
546881736,4383.635084081442,4204.926925364562,4535.099,4006.1757789361645,4282.45922736898,1988.2713653435076,10
544265841,4688.336823906788,4230.762870821348,3998.3489,4114.218121668926,4257.916673337546,4532.8472993237865,10
569374504,4707.608532422773,4228.434692858727,4570.125,3360.926899573948,4216.773781213862,5805.512157043455,10
513509085,4197.426616458981,3422.0929829058396,4542.0356,4705.460941874651,4216.75404644268,4212.584765708445,10
513201462,4408.549518671053,4317.429412289871,3846.1777,4198.320692737923,4192.619339518462,2074.568013428417,10
558420737,3917.178116413971,3267.7785539897504,4993.8564,4525.409260327541,4176.055594010941,4669.435390268749,10
558724020,4080.8458023613694,3948.3840624235386,4491.5938,4029.840594272385,4137.666052264323,1229.6877949149457,10
512524843,4655.30323476126,4077.24422784498,3562.3296,4247.763921896839,4135.660243586707,2123.8886347055472,10
561174161,4264.933692541061,4122.995035395445,4207.8755,3937.028855250832,4133.208267867147,5926.71459879,10
554553698,4427.060925806949,4732.009819367526,3145.1306,4181.317412339796,4121.379693187161,628.266553176758,10
518714775,4275.004687232729,3978.2922036916375,4240.4395,3896.0005400182163,4097.434221016896,2137.6566505938754,10
513334519,4404.691399665211,3903.8980149738823,4012.14,3996.8250757525702,4079.3885957424473,3543.888720822169,10
543029225,4638.908834152035,3763.670933270012,3788.9268,4103.820296587289,4073.831705455459,6452.406216841944,10
550040795,4929.747994148662,3483.446129742904,3417.959,4246.304685412853,4019.364448419855,3840.6747886229614,10
522104793,4028.624695159327,3914.0649682165486,4265.71,3848.8532088629095,4014.313208294071,1723.3475024526513,10
571705557,3657.475004812163,4354.350813535219,3853.4404,4164.234184827025,4007.3751082154768,3292.6131913521745,10
608152627,2728.5036701654385,2936.893179877453,6921.331,3316.3705243297063,3975.7746072650243,2018.849462649356,10
529011210,4086.8785541655434,4453.581494099096,3777.6025,3576.512232491592,3973.6437049546826,3004.800649858308,10
525488204,4268.1566424149005,4164.628967597978,3799.3655,3639.039839410636,3967.7977319847846,4228.546329503144,10
561408862,3927.089126611996,4290.957132500844,4238.568,3409.975678034654,3966.647452060311,1557.076881014863,10
565990194,3877.1710144712783,3290.208866471532,4425.177,4196.655690991815,3947.3030824367816,4543.591158602791,10
558542079,4346.061856144807,4248.31882624888,3583.618,3568.636989123845,3936.6588978598515,1023.161986355296,10
565486650,2946.8203554300007,4772.1293117183195,4477.391,3485.6342564268484,3920.493759214105,2469.0431449045736,10
554551310,3920.7723383479683,4097.187497579577,3911.08,3671.269372325738,3900.077321594571,3836.9384058803566,10
534856520,3946.329824552827,4054.7628379871426,3831.6606,3751.9240758852407,3896.169345739115,1981.928887111975,10
545376441,3656.8727127214124,4572.803834898063,3605.099,3574.692153422596,3852.366955533955,5504.832106142668,10
554568653,4104.014604900231,4263.15068506258,3452.3313,3449.270046533908,3817.1916588312106,4204.778054250274,10
557367635,4170.537358860467,3851.516932903829,4094.96,3009.8242638888123,3781.709629147652,645.3281190793124,10
568784417,3820.4953587586447,3807.2308511443,3931.942,3548.608066134661,3777.069042642214,3746.709209300605,10
570268722,3668.3315373243227,4119.137359504619,3841.2322,3438.863487523529,3766.8911405217113,283.7590741637524,10
515650586,3709.3331635684503,3257.2485255762117,3977.1572,4085.5778946512255,3757.329202589597,2059.325943944359,10
547330965,3981.1168703664716,3766.3413470321652,3605.5215,3667.0973883017036,3755.019272518835,5027.02392851704,10
515014899,3871.0387250547765,3676.495390516001,3729.6687,3652.3868594660207,3732.3974190521685,3035.2819868201827,10
554568653,3962.6069987455144,3313.8624654372447,3799.8794,3635.396684902761,3677.9363859041923,4204.778054250274,10
560714950,3728.0232477794743,3561.0196968155624,3193.4766,4208.750663112956,3672.817542551998,1469.9922282875843,10
558021007,3406.397595692212,3156.390508692752,4255.073,3861.2699135852454,3669.782815039427,3264.910123191726,10
558430622,3617.7314921988664,3929.895165149241,3461.4026,3592.8026519596165,3650.4579742995875,47.18882504542502,10
560699457,3063.6813230088196,3632.9030805417383,4357.435,3492.534681094846,3636.6385358097887,2655.062925022755,10
551078701,3730.731525504084,4034.947635182692,3207.8806,3563.086649630488,3634.1616063879096,1224.7899227042574,10
514057424,2971.954949181151,4197.141367883574,3270.088,3861.684721082919,3575.217232193161,1164.934276165602,10
556025823,3715.498215289494,3784.970674841183,3394.4182,3362.461864990438,3564.3372420029345,3122.8279513142425,10
513900355,3738.2212204062916,4010.3627960265135,3184.171,3307.5125983501557,3560.066878305115,2076.2947864920643,10
537404834,3285.7076134254257,3846.2045112488217,3209.6367,3888.011567784193,3557.39010280211,4610.816095171607,10
547972966,3503.9381523337597,3139.9457490016057,3845.6707,3636.911106890448,3531.616415630672,1124.0579991412608,10
569181579,3598.0543644384584,3701.790612102822,3209.899,3581.9150447497036,3522.9147367680584,3017.167636673532,10
551117579,3940.6322154321683,3513.7227676659027,2827.1255,3763.9593952227006,3511.359966650505,805.3680531087286,10
566100559,3211.4102490103173,3825.4788201396914,3644.9697,3283.105777028856,3491.2411431853416,3394.240667916075,10
535257980,5514.17751642892,2530.4114098182954,2769.61,3109.509343383934,3480.927094263256,1249.794386666685,10
544240153,4403.543086333761,2653.062367438154,3518.6177,3263.5881757894854,3459.7028263356624,1462.84188672224,10
514948520,3290.2454524109776,3552.3742384313878,3532.6494,3429.254311091554,3451.130853999105,3570.076158137052,10
512425205,3513.1302381441787,3119.763792281077,3883.1912,3253.4333151352043,3442.3796269174586,514.2803538413739,10
552482446,3538.6320068094415,2971.8075079605997,3024.9336,4222.511318310042,3439.471106707521,4527.167842144526,10
518853457,3838.7409042231,3339.567414348863,3286.9602,3223.8544010359974,3422.2807311715214,4971.1075184259125,10
514429354,2780.2294984926925,3989.7934367469734,3402.157,3491.210433685798,3415.8475878368345,3778.242427184585,10
512487885,3485.7675816472665,3471.2387633084263,3404.7927,3284.7364580839762,3411.633881912261,4189.1459331007045,10
541049594,3688.848959732849,3347.4736947342453,3359.3228,3217.5350989154667,3403.2951268222027,3301.9432231116043,10
571300149,3451.5176297061967,3769.492312585587,3207.4067,3162.2342435963424,3397.662731042344,2310.779613613166,10
514368344,3787.080388502779,3767.860434494285,3321.8296,2691.889983833073,3392.165099168472,1862.7072277659609,10
530834332,3256.198930147416,3586.363926671218,3346.7927,3355.570656178028,3386.231559401509,3717.849272021786,10
513944852,3562.498114864334,2725.2163353979827,4214.089,2949.153094480992,3362.739102982702,2176.0123984600136,10
545925192,3520.367694137218,3506.286170728318,3257.4636,3151.0564823271516,3358.793492559891,2440.71439636552,10
541204743,3757.5158233744123,2874.7986766326085,3434.0215,3356.00229948422,3355.5845709665605,3162.827002809316,10
531327547,3254.989214753583,2769.4771117889254,4552.854,2801.302622129958,3344.655738144679,3507.092860412677,10
512364323,3450.635184116414,3435.617323995735,3136.7217,3352.8928588447393,3343.9667616610973,3931.8450882332418,10
524750490,3359.6287033885096,3015.811665968755,3345.9846,3635.493899364455,3339.229721965586,1014.1330543587484,10
512699299,3500.8905045704123,3678.5679500775786,3104.5532,3001.391898274037,3321.3508938945697,2306.539601477414,10
515363613,3236.2692514119954,3232.338724302298,3646.5056,3111.3979365403143,3306.627881872246,3241.8838562685414,10
518849739,3236.426929377863,3230.8135380133117,3420.912,3156.731958104911,3261.2211337177714,413.8670067160557,10
569181579,3208.682417206182,3378.5949684720513,3347.9624,3067.5974467374404,3250.709308689856,3017.167636673532,10
568831413,2654.0756500241628,3708.5600818675994,3340.6387,3299.037626319881,3250.5780075216608,2428.868465800497,10
513279392,2991.5903075900646,3877.461329460146,3144.9707,2970.228048573845,3246.0625971872637,956.0062522545538,10
541520357,3407.8629686501486,3414.51226014359,2952.4797,3074.690509407338,3212.3863686323,4018.9664969577343,10
591576262,3076.64700839353,3360.618291157309,3300.905,3065.139781158533,3200.827527501562,3339.791486360309,10
553509362,2722.6465608435633,2407.1786871681384,4703.9844,2967.347279448763,3200.289225615116,942.9422804478048,10
547399783,3449.6648030023944,3287.3905628607,3138.6523,2872.1975737730113,3186.9763208465265,4980.742352702267,10
545743740,3040.666841796321,2848.1445928023504,3374.2183,3433.7428040119553,3174.1931250823445,3088.1964445055805,10
532275774,3339.7323376747677,3250.3051185682507,3216.3264,2859.407549972077,3166.44285555768,2024.2925359536175,10
547080420,3254.0460770689756,3205.621081584355,3180.5398,3011.5287906826097,3162.9339360644535,2295.2324409731773,10
512452103,2491.5505286964476,3020.8574337348923,3199.755,3934.5843723780345,3161.6868044054686,1370.7589377602096,10
549801353,3195.060517855305,3148.403338090979,3151.2695,3127.20992205461,3155.4858273127234,3682.413698334589,10
565486650,3167.0914163415423,3419.1737825603923,3105.5576,2912.1290995467352,3150.9879789090423,2469.0431449045736,10
551140089,3471.245289069585,2867.270364074905,3184.8804,2950.87929928527,3118.5688308808776,1660.3907151476433,10
542011470,2937.9273659445994,3452.2815230343267,3172.8403,2893.2055968197888,3114.0637044574914,1676.4446685345488,10
513536765,3211.6702021784586,3790.2083189485593,2543.8506,2904.262661123337,3112.497942046964,550.5475869351645,10
569181579,2970.5034107339675,2743.1371815169555,3193.0994,3538.129067062046,3111.2172561368357,3017.167636673532,10
576154686,2543.801396487558,3672.3890386534385,2470.1826,3756.8798135516063,3110.813216470026,1064.243427205167,10
522035920,3155.4094667734776,2768.139742448963,3368.035,3120.350068638983,3102.9835474927,3882.789542933682,10
522035920,3192.288655052655,2865.5223064516567,3155.8396,3172.721614102278,3096.5930438039913,3882.789542933682,10
513229632,2990.3577751144903,2816.3233883180746,3477.0566,3087.458543273433,3092.7990868327493,1032.7956850818557,10
574917860,3050.0390215918296,2791.8640256452572,3176.5928,3327.2706638881477,3086.4416211406838,2605.851856975792,10
611621469,2838.867505908093,3622.1256319221916,2655.847,3225.79631336519,3085.6590937559,3109.8704459581545,10
552325990,3155.2428411374653,2771.419462003803,3159.7278,3232.010663600302,3079.6001874861736,3412.9585026550385,10
514569111,3303.350663103119,2732.3906556237303,2827.0308,3446.119420473785,3077.222875229846,1323.7050878396317,10
540401345,3150.002184579342,3247.886084943966,2961.3918,2930.4285670967524,3072.4271705807964,1670.804058607423,10
514263951,3126.0551476235187,2981.556259944555,3104.4563,3053.494970060712,3066.390669114228,1004.2028665348536,10
514240216,3132.5462373585574,3143.379729465341,3109.1875,2857.666613148273,3060.695019993043,890.0298222774766,10
512527352,3104.736499479952,3256.1480535580727,2938.456,2941.929502572556,3060.3175275745198,3043.399319733983,10
513181934,3306.6859562747045,3040.09423406321,2943.7078,2942.20360357354,3058.1728893958325,4117.787392121283,10
549030056,3122.197091395738,3335.828118931897,2902.8694,2858.090524211117,3054.746279826094,2577.050149771483,10
521339236,3144.4654870581403,3089.7804730721664,2980.532,2918.4733085507037,3033.3128127757213,3688.210679954612,10
543312954,2884.493019531303,2808.3240065385635,3502.8098,2914.335711264504,3027.490637946874,1212.8440068075547,10
554551310,2680.6102665393882,3419.630426908591,3125.6572,2880.349808014332,3026.561932006203,3836.9384058803566,10
517445697,3069.6531300931447,2755.7517087349643,3127.0864,3132.894593773305,3021.3464645956656,745.6265687049485,10
513044730,3245.4560265688133,3009.4406208234154,3043.1816,2787.241396768128,3021.329921196339,485.3625063360583,10
513149920,3517.728720292269,2895.7515820220947,3233.2712,2426.6345178003294,3018.346515087267,1830.1490221063896,10
512487885,3071.4096413411057,2765.8165143975725,3201.473,2981.0633901923834,3004.9406115804213,4189.1459331007045,10
605030761,3125.1356449773452,3017.484764257548,2704.098,3085.3378976161193,2983.014051810409,2893.7127428167714,10
547227816,3057.83206706202,2850.393822718402,3152.7446,2866.1344211992764,2981.776234971487,4290.882027259687,10
519641980,3039.236073794898,2669.375788902595,3153.9978,3020.5381895549285,2970.7869637466993,4001.7000809279984,10
520264548,3122.675157497003,2839.11472777096,2941.6091,2971.7124491737563,2968.7778663252734,2495.6837187448214,10
512486927,2953.154731371518,3502.210119362513,2745.0664,2670.717675554768,2967.7872331347,680.2067118823031,10
541681165,2840.0817911836134,2775.964018379117,3225.1702,3020.925462939448,2965.535359629451,1836.9309884567576,10
536328930,2880.193189862442,2888.8252711720434,3030.652,3032.753237762976,2958.105949601709,2198.166212469036,10
555160976,2889.3280963713382,2807.2194271317267,3370.5833,2762.7936084508888,2957.4810959767697,1925.964961215053,10
554347151,2912.848254791745,2810.530470133676,3312.3586,2783.8749469687536,2954.9030786180747,1813.660548283523,10
564769842,2753.2557158267155,2790.738088862045,3277.5398,2957.2125279113047,2944.686531880485,2913.282401903476,10
526007836,2873.4467107218184,3149.3403967007544,2712.845,3030.11801079263,2941.437522229582,2390.998216697188,10
553006773,3129.9595901105745,2978.5665369591866,2846.2893,2772.019196569735,2931.7086575700305,8175.40979858057,10
587118842,6484.21400446206,1782.926620308855,1800.0023,1638.0637261312106,2926.301667559516,1305.4714048535698,10
578571793,2574.9099681749276,3899.115103864752,2477.7495,2741.8984354887893,2923.4182548118047,768.9412429169328,10
522446979,2416.74254875965,2923.5161678665236,2991.1985,3303.958135597988,2908.8538346380715,402.63299303546,10
570976924,2720.930906916459,3954.492792357831,2756.2395,2200.6386934203465,2908.07547366194,1705.344120262622,10
533774988,3096.1000397779853,3081.420795298446,2654.639,2765.743370651899,2899.475780435989,1316.41134694196,10
514694240,3291.572652557041,2848.885538209105,2611.6467,2823.888726299584,2893.9984113953387,1085.178700087723,10
513717990,3145.502902157821,3019.4591449450595,2836.39,2530.488795887875,2882.9601838922204,4024.27503021257,10
600477528,2318.658476504026,3268.345714257133,2749.099,3189.229428960637,2881.3331852038864,2078.258760352885,10
513457041,2970.336104274398,3134.983145015685,2740.2534,2662.377139387573,2876.987451661602,3644.134465601443,10
545910434,2732.182237819402,3048.6998425791967,2918.7627,2789.11929470476,2872.1910176039646,1278.309760501175,10
558430622,2865.887107469415,2807.7442348818745,2599.9946,3213.4992979590534,2871.781317304148,47.18882504542502,10
549366629,2611.202749283753,2428.9258969974267,3558.7444,2881.0272357952654,2869.9750667105177,1760.4150180287877,10
514575272,2882.186318824973,2652.012587390742,2993.82,2915.2347028880786,2860.8134193657925,2560.6717453707715,10
549801353,2638.441387000058,2987.0745157137035,2610.208,3207.3220298760843,2860.7614851005865,3682.413698334589,10
545925192,2911.4075823547364,2555.1701888811785,2984.9846,2985.683286201095,2859.3114191444092,2440.71439636552,10
562935379,2181.475208975158,2940.27450271087,3042.926,3265.452043437714,2857.531945128592,3342.039091690023,10
512382536,3236.507171229263,2527.115234993301,2714.125,2948.3244389210254,2856.517961285897,713.2081012649817,10
552482446,2866.4935580578,2573.587795013184,2926.6526,3048.213342266585,2853.7368208070484,4527.167842144526,10
515058599,2780.0812421954884,3085.0259224725005,2676.9673,2828.2339317369183,2842.5770953902893,3624.698394094271,10
547430890,3097.139930829746,3279.774658798183,2781.425,2177.160475150956,2833.8750284017524,859.1464333827191,10
552361505,2965.402742783548,2870.3394373438045,3074.7148,2411.007579635894,2830.3661508783116,708.5240213870983,10
555843261,2780.401529318109,2406.867961179256,3228.4746,2874.870702166415,2822.653700509695,1402.245339308704,10
513900355,2972.9859146620647,2894.098300315616,2679.5378,2725.7947379644606,2818.104198684754,2076.2947864920643,10
567237077,3592.7162769783263,2473.017633280511,2274.2456,2898.903917169273,2809.720858224215,4020.347507467148,10
513279092,2700.5014728949823,2851.4638031942877,3037.052,2619.0656751057936,2802.020738287047,1516.804382039381,10
553452335,3148.1182002729397,2719.7325875605634,2655.1462,2683.9436626128954,2801.7351726701936,1251.4521157355427,10
520064563,2926.17213070071,2643.792191694774,2946.9543,2663.413607821555,2795.0830689800414,2049.371696239848,10
519219520,2137.017216331654,2496.0928680538464,4593.6255,1944.8195735551608,2792.888786555478,319.24616169502417,10
519581928,3004.7757991887106,2840.76026784901,2439.3188,2850.4334163199005,2783.8220827534674,2096.176871893509,10
520338364,2813.9429443781937,2593.529727342146,3043.564,2675.065626986179,2781.525565887567,1117.797520447799,10
512600500,3370.065748701136,2528.5688770601105,2770.366,2451.1099697668806,2780.02764058125,2513.9619498692527,10
537102552,2653.009393212824,2657.9221554022743,2895.3887,2901.2158092088043,2776.884007424726,2027.253491741129,10
519369539,2745.0043316994975,2979.1231571334497,2595.59,2768.579274243497,2772.074212741767,1220.5950063890357,10
558317034,2807.8762773670273,2544.1765149987277,2816.7886,2863.7405614832105,2758.1454820169292,3393.054635475514,10
513283213,2462.6023233176106,2701.3195865892435,2571.7014,3265.993178363655,2750.4041260715335,1788.2396578785304,10
565543296,2706.5527154541746,2607.4833965631565,2916.5317,2656.1145951826297,2721.6706113703026,1589.6856336841247,10
513479182,2947.1172645161437,2438.9918043737175,2862.71,2615.4940587089586,2716.07827213408,1173.6250410189202,10
